-10.00, -0.0990
-9.95, -0.0995
-9.90, -0.1000
-9.85, -0.1005
-9.80, -0.1010
-9.75, -0.1015
-9.70, -0.1020
-9.65, -0.1025
-9.60, -0.1030
-9.55, -0.1036
-9.50, -0.1041
-9.45, -0.1046
-9.40, -0.1052
-9.35, -0.1057
-9.30, -0.1063
-9.25, -0.1069
-9.20, -0.1074
-9.15, -0.1080
-9.10, -0.1086
-9.05, -0.1092
-9.00, -0.1098
-8.95, -0.1104
-8.90, -0.1110
-8.85, -0.1116
-8.80, -0.1122
-8.75, -0.1128
-8.70, -0.1134
-8.65, -0.1141
-8.60, -0.1147
-8.55, -0.1154
-8.50, -0.1160
-8.45, -0.1167
-8.40, -0.1174
-8.35, -0.1181
-8.30, -0.1188
-8.25, -0.1195
-8.20, -0.1202
-8.15, -0.1209
-8.10, -0.1216
-8.05, -0.1223
-8.00, -0.1231
-7.95, -0.1238
-7.90, -0.1246
-7.85, -0.1254
-7.80, -0.1261
-7.75, -0.1269
-7.70, -0.1277
-7.65, -0.1285
-7.60, -0.1293
-7.55, -0.1302
-7.50, -0.1310
-7.45, -0.1319
-7.40, -0.1327
-7.35, -0.1336
-7.30, -0.1345
-7.25, -0.1354
-7.20, -0.1363
-7.15, -0.1372
-7.10, -0.1381
-7.05, -0.1390
-7.00, -0.1400
-6.95, -0.1410
-6.90, -0.1419
-6.85, -0.1429
-6.80, -0.1439
-6.75, -0.1450
-6.70, -0.1460
-6.65, -0.1471
-6.60, -0.1481
-6.55, -0.1492
-6.50, -0.1503
-6.45, -0.1514
-6.40, -0.1525
-6.35, -0.1537
-6.30, -0.1548
-6.25, -0.1560
-6.20, -0.1572
-6.15, -0.1584
-6.10, -0.1596
-6.05, -0.1609
-6.00, -0.1622
-5.95, -0.1635
-5.90, -0.1648
-5.85, -0.1661
-5.80, -0.1674
-5.75, -0.1688
-5.70, -0.1702
-5.65, -0.1716
-5.60, -0.1731
-5.55, -0.1745
-5.50, -0.1760
-5.45, -0.1775
-5.40, -0.1790
-5.35, -0.1806
-5.30, -0.1822
-5.25, -0.1838
-5.20, -0.1854
-5.15, -0.1871
-5.10, -0.1888
-5.05, -0.1905
-5.00, -0.1923
-4.95, -0.1941
-4.90, -0.1959
-4.85, -0.1978
-4.80, -0.1997
-4.75, -0.2016
-4.70, -0.2036
-4.65, -0.2055
-4.60, -0.2076
-4.55, -0.2097
-4.50, -0.2118
-4.45, -0.2139
-4.40, -0.2161
-4.35, -0.2183
-4.30, -0.2206
-4.25, -0.2230
-4.20, -0.2253
-4.15, -0.2277
-4.10, -0.2302
-4.05, -0.2327
-4.00, -0.2353
-3.95, -0.2379
-3.90, -0.2406
-3.85, -0.2433
-3.80, -0.2461
-3.75, -0.2490
-3.70, -0.2519
-3.65, -0.2548
-3.60, -0.2579
-3.55, -0.2610
-3.50, -0.2642
-3.45, -0.2674
-3.40, -0.2707
-3.35, -0.2741
-3.30, -0.2775
-3.25, -0.2811
-3.20, -0.2847
-3.15, -0.2884
-3.10, -0.2922
-3.05, -0.2960
-3.00, -0.3000
-2.95, -0.3040
-2.90, -0.3082
-2.85, -0.3124
-2.80, -0.3167
-2.75, -0.3212
-2.70, -0.3257
-2.65, -0.3303
-2.60, -0.3351
-2.55, -0.3399
-2.50, -0.3448
-2.45, -0.3499
-2.40, -0.3550
-2.35, -0.3603
-2.30, -0.3657
-2.25, -0.3711
-2.20, -0.3767
-2.15, -0.3824
-2.10, -0.3882
-2.05, -0.3940
-2.00, -0.4000
-1.95, -0.4060
-1.90, -0.4121
-1.85, -0.4183
-1.80, -0.4245
-1.75, -0.4308
-1.70, -0.4370
-1.65, -0.4433
-1.60, -0.4494
-1.55, -0.4555
-1.50, -0.4615
-1.45, -0.4674
-1.40, -0.4730
-1.35, -0.4783
-1.30, -0.4833
-1.25, -0.4878
-1.20, -0.4918
-1.15, -0.4952
-1.10, -0.4977
-1.05, -0.4994
-1.00, -0.5000
-0.95, -0.4993
-0.90, -0.4972
-0.85, -0.4935
-0.80, -0.4878
-0.75, -0.4800
-0.70, -0.4698
-0.65, -0.4569
-0.60, -0.4412
-0.55, -0.4223
-0.50, -0.4000
-0.45, -0.3742
-0.40, -0.3448
-0.35, -0.3118
-0.30, -0.2752
-0.25, -0.2353
-0.20, -0.1923
-0.15, -0.1467
-0.10, -0.0990
-0.05, -0.0499
0.00, 0.0000
0.05, 0.0499
0.10, 0.0990
0.15, 0.1467
0.20, 0.1923
0.25, 0.2353
0.30, 0.2752
0.35, 0.3118
0.40, 0.3448
0.45, 0.3742
0.50, 0.4000
0.55, 0.4223
0.60, 0.4412
0.65, 0.4569
0.70, 0.4698
0.75, 0.4800
0.80, 0.4878
0.85, 0.4935
0.90, 0.4972
0.95, 0.4993
1.00, 0.5000
1.05, 0.4994
1.10, 0.4977
1.15, 0.4952
1.20, 0.4918
1.25, 0.4878
1.30, 0.4833
1.35, 0.4783
1.40, 0.4730
1.45, 0.4674
1.50, 0.4615
1.55, 0.4555
1.60, 0.4494
1.65, 0.4433
1.70, 0.4370
1.75, 0.4308
1.80, 0.4245
1.85, 0.4183
1.90, 0.4121
1.95, 0.4060
2.00, 0.4000
2.05, 0.3940
2.10, 0.3882
2.15, 0.3824
2.20, 0.3767
2.25, 0.3711
2.30, 0.3657
2.35, 0.3603
2.40, 0.3550
2.45, 0.3499
2.50, 0.3448
2.55, 0.3399
2.60, 0.3351
2.65, 0.3303
2.70, 0.3257
2.75, 0.3212
2.80, 0.3167
2.85, 0.3124
2.90, 0.3082
2.95, 0.3040
3.00, 0.3000
3.05, 0.2960
3.10, 0.2922
3.15, 0.2884
3.20, 0.2847
3.25, 0.2811
3.30, 0.2775
3.35, 0.2741
3.40, 0.2707
3.45, 0.2674
3.50, 0.2642
3.55, 0.2610
3.60, 0.2579
3.65, 0.2548
3.70, 0.2519
3.75, 0.2490
3.80, 0.2461
3.85, 0.2433
3.90, 0.2406
3.95, 0.2379
4.00, 0.2353
4.05, 0.2327
4.10, 0.2302
4.15, 0.2277
4.20, 0.2253
4.25, 0.2230
4.30, 0.2206
4.35, 0.2183
4.40, 0.2161
4.45, 0.2139
4.50, 0.2118
4.55, 0.2097
4.60, 0.2076
4.65, 0.2055
4.70, 0.2036
4.75, 0.2016
4.80, 0.1997
4.85, 0.1978
4.90, 0.1959
4.95, 0.1941
5.00, 0.1923
5.05, 0.1905
5.10, 0.1888
5.15, 0.1871
5.20, 0.1854
5.25, 0.1838
5.30, 0.1822
5.35, 0.1806
5.40, 0.1790
5.45, 0.1775
5.50, 0.1760
5.55, 0.1745
5.60, 0.1731
5.65, 0.1716
5.70, 0.1702
5.75, 0.1688
5.80, 0.1674
5.85, 0.1661
5.90, 0.1648
5.95, 0.1635
6.00, 0.1622
6.05, 0.1609
6.10, 0.1596
6.15, 0.1584
6.20, 0.1572
6.25, 0.1560
6.30, 0.1548
